"[6D2C6FE74734306F0EC97EB7561766F4]::6B7ABD444CD3BD359BDA6AA0170B9B64","I have found a small box in some condemned workshops of Whitechapel. The box was probably lost or abandoned, and contains some junk and trinkets. It also contains a letter from a Jane Peterson writing to her lover Barrett Lewis about her decision to break up with him, since she is already married to Joe Peterson. I wonder who I should return box to?","I have found a small box in some condemned workshops of Whitechapel. The box was probably lost or abandoned, and contains some junk and trinkets. It also contains a letter from a Jane Peterson writing to her lover Barrett Lewis about her decision to break up with him, since she is already married to Joe Peterson. I wonder who I should return box to?","","","","","","","","","","","","","","","","","","",""
"[6D2C6FE74734306F0EC97EB7561766F4]::1E0986B84F49AA227DBC14BD5BD14A22","Choose what to do with the box","Choose what to do with the box","","","","","","","","","","","","","","","","","","",""
"[6D2C6FE74734306F0EC97EB7561766F4]::6016EF364E6CDA4B0F1D8FAAEC051D71","Give the box and the letter to Barrett Lewis","Give the box and the letter to Barrett Lewis","","","","","","","","","","","","","","","","","","",""
"[6D2C6FE74734306F0EC97EB7561766F4]::D64A26AD4C59FAF231D8AE99FD94E9C5","Give the box and the letter to Joe Peterson","Give the box and the letter to Joe Peterson","","","","","","","","","","","","","","","","","","",""
"[6ED4D10D48C6FE6AAD491CB6AFEEB376]::706FBF6E4A986193DED00CA2A31685C6","A leaflet about vampire presence in West London","A leaflet about vampire presence in West London","","","","","","","","","","","","","","","","","","",""
"[6ED4D10D48C6FE6AAD491CB6AFEEB376]::497EE45946DF8CA78FAEE1A288D9F582","WEST ENDERS MUST UNITE!<lf>Don’t let them fool you.<lf>Don’t let them control you.<lf>They are amongst us.<lf>They lust after your soul.<lf>VAMPIRES ARE REAL! <lf>DEFEND YOUR COMMUNITY!<lf>(This public warning leaflet has been financed and distributed by mister C. Crossley. For more information, please contact him directly and attend his next public lecture.)","WEST ENDERS MUST UNITE!<lf>Don’t let them fool you.<lf>Don’t let them control you.<lf>They are amongst us.<lf>They lust after your soul.<lf>VAMPIRES ARE REAL! <lf>DEFEND YOUR COMMUNITY!<lf>(This public warning leaflet has been financed and distributed by mister C. Crossley. For more information, please contact him directly and attend his next public lecture.)","","","","","","","","","","","","","","","","","","",""
"[6ED4D10D48C6FE6AAD491CB6AFEEB376]::33EDC8A64C767B543C2A05B92BF0F43B","Warning leaflet","Попереджувальна листівка","","","","","","","","","","","","","","","","","","",""
"[6ED4D10D48C6FE6AAD491CB6AFEEB376]::34A993FC45E6BFF81711A3B9880392DE","Warning leaflet","Попереджувальна листівка","","","","","","","","","","","","","","","","","","",""
"[6F131EF0461068E35D3E80A99AF7AA43]::5D41D75F43BDCB70A51D71B557A8B302","A small pocket watch with an engraved name partially hidden by dried blood","A small pocket watch with an engraved name partially hidden by dried blood","","","","","","","","","","","","","","","","","","",""
"[6F131EF0461068E35D3E80A99AF7AA43]::CCBE56424EAF950A738DDA94854AB969","Small pocket watch","Малий кишеньковий годинник","","","","","","","","","","","","","","","","","","",""
"[6F88214B4E47B3B5EBEC5489B7634259]::453EDB08446357E38E6B25B0DB3A884E","Thomas Elwood","Thomas Elwood","","","","","","","","","","","","","","","","","","",""
"[70262E844A38F123440725BB7F626684]::32D234054501FFD6E79BCEA59B9D5FD8","Portrait of Doctor Jonathan Reid by Elisabeth Ashbury, 1918","Portrait of Doctor Jonathan Reid by Elisabeth Ashbury, 1918","","","","","","","","","","","","","","","","","","",""
"[70262E844A38F123440725BB7F626684]::BC33202D4C146B9FDC383D8B9ED2FFE9","Recent painting","Recent painting","","","","","","","","","","","","","","","","","","",""
"[70683AD7471BB565869233B42D0390EC]::B81EAFD24B782C036DA9C68723D8F67B","Citizen Hints","Citizen Hints","","","","","","","","","","","","","","","","","","",""
"[70683AD7471BB565869233B42D0390EC]::0CEA842949996A02C3AA87AEC94D9209","To know more about your potential victims, you can collect HINTS to dig up their most intimate secrets. <cf><cf>The more you know about them, the easier will be your choice when it comes to sacrifice one of them.<cf><cf>Press [MenuValidate] to continue.","To know more about your potential victims, you can collect HINTS to dig up their most intimate secrets. <cf><cf>The more you know about them, the easier will be your choice when it comes to sacrifice one of them.<cf><cf>Press [MenuValidate] to continue.","","","","","","","","","","","","","","","","","","",""
"[715E733348037C09398A378C7A40971A]::3589D58D43EBE4AF5F267FB9CD5E17C1","[...] together!<lf><lf>[…] to-day […]<lf>Support the men at the front with a plentiful supply of munitions.<lf><lf>You will not suffer in wages.<lf><lf>Get into the factory line & feed the firing line!","[...] together!<lf><lf>[…] to-day […]<lf>Support the men at the front with a plentiful supply of munitions.<lf><lf>You will not suffer in wages.<lf><lf>Get into the factory line & feed the firing line!","","","","","","","","","","","","","","","","","","",""
"[715E733348037C09398A378C7A40971A]::E69E0FE447AB164F8061A08BAFF560CC","War munitions volunteers!","War munitions volunteers!","","","","","","","","","","","","","","","","","","",""
"[725420AA4A1D01D002BC0A82C0832E3A]::8E464BC9452EA71673613A8E322C7DA4","A long letter sent to Miss Pippa Hawkins","A long letter sent to Miss Pippa Hawkins","","","","","","","","","","","","","","","","","","",""
"[725420AA4A1D01D002BC0A82C0832E3A]::6732E0474F3224DAC2DDB49E9B5B0449","Birmingham, 27th October<lf><lf>Hello sis,<lf>How are things in the big city?<lf>Here in Brum, things are not so good. It seems the flu is here again, and we have many new cases of infection in the neighbourhood. Do you remember Ms. Sheller, the old drinking hag from the third floor? She passed away two days ago, and her flat is already occupied again. Jeez, you would have to pay me a huge amount of money to go sleep in the bed in which a woman died of the flu just a few hours ago.<lf>Sorry I did not take time to quickly answer your last letter. Between taking care of little Paul, mum, dad, and my job at the factory, I rarely find time to write to my favourite sister! By the way, my son says hello to his “auntie Pippa”! You should see the little bugger, already driving me mad. And mum says you bring back some of those marvellous cakes the next times you come back home.<lf>In your last letter, you told me you thought about quitting your job at the Pembroke Hospital. I have to tell you, Pip’, you better think twice. There are always jobs at the factory, but wages are shit, and it’s as boring as a day without a shag (oh, I have a new fiancé, and no, I’m no slut, you moral bitch, you!) So, if you really want to quit and do something more useful than counting the dead every morning, maybe you better stay in London and join that band you told me about. The Guard or Priven, something like that? Never heard of them, but if they are like you said, some sort of civil militia trying to make a difference, then maybe it’s a good choice for you. Just be sure to let the others go in front. That’s how my poor Billy got killed in France, by leading too many patrols… Bloody war!<lf>Anyway, come back as soon as you can, and give me all the good news before that.<lf><lf>I am your affectionate sister,<lf>Lucy, Paul, Mum, and Dad<lf>","Birmingham, 27th October<lf><lf>Hello sis,<lf>How are things in the big city?<lf>Here in Brum, things are not so good. It seems the flu is here again, and we have many new cases of infection in the neighbourhood. Do you remember Ms. Sheller, the old drinking hag from the third floor? She passed away two days ago, and her flat is already occupied again. Jeez, you would have to pay me a huge amount of money to go sleep in the bed in which a woman died of the flu just a few hours ago.<lf>Sorry I did not take time to quickly answer your last letter. Between taking care of little Paul, mum, dad, and my job at the factory, I rarely find time to write to my favourite sister! By the way, my son says hello to his “auntie Pippa”! You should see the little bugger, already driving me mad. And mum says you bring back some of those marvellous cakes the next times you come back home.<lf>In your last letter, you told me you thought about quitting your job at the Pembroke Hospital. I have to tell you, Pip’, you better think twice. There are always jobs at the factory, but wages are shit, and it’s as boring as a day without a shag (oh, I have a new fiancé, and no, I’m no slut, you moral bitch, you!) So, if you really want to quit and do something more useful than counting the dead every morning, maybe you better stay in London and join that band you told me about. The Guard or Priven, something like that? Never heard of them, but if they are like you said, some sort of civil militia trying to make a difference, then maybe it’s a good choice for you. Just be sure to let the others go in front. That’s how my poor Billy got killed in France, by leading too many patrols… Bloody war!<lf>Anyway, come back as soon as you can, and give me all the good news before that.<lf><lf>I am your affectionate sister,<lf>Lucy, Paul, Mum, and Dad<lf>","","","","","","","","","","","","","","","","","","",""
"[725420AA4A1D01D002BC0A82C0832E3A]::B24B97AF4632F7D6CA33BDA5E2CEA6DB","Long letter","Довгий лист","","","","","","","","","","","","","","","","","","",""
"[725420AA4A1D01D002BC0A82C0832E3A]::F175638A4CE9ED36349A0387DAE570C7","Long letter","Довгий лист","","","","","","","","","","","","","","","","","","",""
"[729A483949FA1D0A826B97B5D56B49C4]::7B5AF1A8470658B304C07A87E695A3EF","ENEMY CARD","ENEMY CARD","","","","","","","","","","","","","","","","","","",""
"[729A483949FA1D0A826B97B5D56B49C4]::31EE51DB4744757B08AA3692E9E37F4D","Target an enemy [MenuR3] in Senses, to display his ENEMY CARD, which contain useful information.","Target an enemy [MenuR3] in Senses, to display his ENEMY CARD, which contain useful information.","","","","","","","","","","","","","","","","","","",""
"[73A141AA4524A6CB1EFD79975D3FCF0F]::78C68ECA4A7EFCBFC34DADB61FA68AF7","Would you like to know more?","Would you like to know more?","","","","","","","","","","","","","","","","","","",""
"[73A141AA4524A6CB1EFD79975D3FCF0F]::7A1935BC40952B34D98CDFA0A8E4D313","Guard the freedom of us all!<lf>Join the royal fleet today!<lf><lf>Would you like to know more? Ask at your nearest recruiting office.","Guard the freedom of us all!<lf>Join the royal fleet today!<lf><lf>Would you like to know more? Ask at your nearest recruiting office.","","","","","","","","","","","","","","","","","","",""
"[7406446C4CDB88C40A5817892C0DF688]::0CDD432042DA95D8CD7AF2B2717DAD53","Diseases","Хвороби","","","","","","","","","","","","","","","","","","",""
"[7406446C4CDB88C40A5817892C0DF688]::DA2697B5460306038DD6BDA179FA8DE6","Press [Dialogue_Heal] to check the Medical Status of the citizen.<lf><lf>[HEALTH Healing] a citizen will increase his [RED Blood Quality] and will reward you with [GOLD XP]. The Health Status of the district will also improve.","Press [Dialogue_Heal] to check the Medical Status of the citizen.<lf><lf>[HEALTH Healing] a citizen will increase his [RED Blood Quality] and will reward you with [GOLD XP]. The Health Status of the district will also improve.","","","","","","","","","","","","","","","","","","",""
"[749C30F749434D764EE28993552B20EE]::BE62517F4D9E22734B79509F307A1035","Chapter 7: Healthy carrier","Глава 7: Здоровий носій","","","","","","","","","","","","","","","","","","",""
"[749C30F749434D764EE28993552B20EE]::A76AE13C4B9D1345324116954E9A31AE","Find a way to enter the castle","Find a way to enter the castle","","","","","","","","","","","","","","","","","","",""
"[749C30F749434D764EE28993552B20EE]::1604696048A0A1C8C9F150AFF47C3F8B","Explore the castle","Дослідіть замок","","","","","","","","","","","","","","","","","","",""
"[749C30F749434D764EE28993552B20EE]::138A5DCA40909C90E34D799A16DC3625","Confront Lady Ashbury","Confront Lady Ashbury","","","","","","","","","","","","","","","","","","",""
"[749C30F749434D764EE28993552B20EE]::6FA390494E82CDFD4578CBAA131A09B7","Locate the secret passage","Locate the secret passage","","","","","","","","","","","","","","","","","","",""
"[749C30F749434D764EE28993552B20EE]::B3593E904FABAC0E5755B9B8AC8BC652","Find why Elisabeth's blood creates Disasters","Find why Elisabeth's blood creates Disasters","","","","","","","","","","","","","","","","","","",""
"[749C30F749434D764EE28993552B20EE]::97A1AE484002F6EE0C39CAB17AF7E9FF","Learn the truth about Elisabeth","Дізнайтеся правду про Елізабет","","","","","","","","","","","","","","","","","","",""
"[749C30F749434D764EE28993552B20EE]::4E98BBA545EA41CBBB5BD2B4F228B0A2","The Disaster has been averted and the Red Queen slumbers once more. My part is done and it is time for me to go. Elisabeth, my love. I am coming for you, and your truth. I pray to all the forgotten gods and fallen saints, I beg before all the fading suns in that graveyard of stars, that you will be there for me...","The Disaster has been averted and the Red Queen slumbers once more. My part is done and it is time for me to go. Elisabeth, my love. I am coming for you, and your truth. I pray to all the forgotten gods and fallen saints, I beg before all the fading suns in that graveyard of stars, that you will be there for me...","","","","","","","","","","","","","","","","","","",""
"[75263D194AA92E339368E391F6C8E6AF]::04E7E54940BE000E89C454A1F203966D","Event","Event","","","","","","","","","","","","","","","","","","",""
"[761485F84767CBA65C5B5490B762C775]::EC2ED1C44E9B680B4AF2F4A339CAB52F","The Brotherhood of the Saint Paul’s Stole finally agreed to meet me in London. <lf>They proposed to meet inside the new cathedral of Saint Paul. I like the wit and solemnity of these men. What a symbol, to choose the place where I defeated this Disaster, but also the place where I fell. I agreed to their proposition. <lf>There, in the sacred silence of the church and under the eye of God, they respectfully listened to me. They acknowledged my victory against this evil creature, the Dus-Astro, the “eater of stars” who only wished to spread death and pestilence all around her. Since they acknowledged my will to save London in 1666, they heard my request, my burning desire to stop the blood of hate. Their Primate promised to come back to me with an answer.<lf>The Primate of Saint Paul wrote back to me with just a name, the Tear of Angels. According to him, this ancient artefact could heal anything. Cleanse any blackened soul and purify my blood. Blessed be the Lord, it took me more than a hundred years to find a cure for the blood of hate, but I may finally have found it. Soon, the rage shall end. Soon, I may repair the wrong I did and cleanse my failures. Now all I need to do is retrieve the necessary ingredients to create the artefact. <lf>Blood of the purest heart mixed with the blood of a king… To find such rare ingredients is not what worries me the most, for time is on my side. It’s the last part that worries me: pure essence of garlic. I’m afraid it will literally hurt like hell when I drink the antidote. But if that’s the price to pay to cleanse my soul and correct my mistakes, I am ready to endure this excruciating pain.","The Brotherhood of the Saint Paul’s Stole finally agreed to meet me in London. <lf>They proposed to meet inside the new cathedral of Saint Paul. I like the wit and solemnity of these men. What a symbol, to choose the place where I defeated this Disaster, but also the place where I fell. I agreed to their proposition. <lf>There, in the sacred silence of the church and under the eye of God, they respectfully listened to me. They acknowledged my victory against this evil creature, the Dus-Astro, the “eater of stars” who only wished to spread death and pestilence all around her. Since they acknowledged my will to save London in 1666, they heard my request, my burning desire to stop the blood of hate. Their Primate promised to come back to me with an answer.<lf>The Primate of Saint Paul wrote back to me with just a name, the Tear of Angels. According to him, this ancient artefact could heal anything. Cleanse any blackened soul and purify my blood. Blessed be the Lord, it took me more than a hundred years to find a cure for the blood of hate, but I may finally have found it. Soon, the rage shall end. Soon, I may repair the wrong I did and cleanse my failures. Now all I need to do is retrieve the necessary ingredients to create the artefact. <lf>Blood of the purest heart mixed with the blood of a king… To find such rare ingredients is not what worries me the most, for time is on my side. It’s the last part that worries me: pure essence of garlic. I’m afraid it will literally hurt like hell when I drink the antidote. But if that’s the price to pay to cleanse my soul and correct my mistakes, I am ready to endure this excruciating pain.","","","","","","","","","","","","","","","","","","",""
"[761485F84767CBA65C5B5490B762C775]::92AC29CC4059B7A97460108678B31301","William Marshal's memoirs","William Marshal's memoirs","","","","","","","","","","","","","","","","","","",""
"[761485F84767CBA65C5B5490B762C775]::DE08BC194F5C2C034AC211B5DE357F02","William Marshal's memoirs","William Marshal's memoirs","","","","","","","","","","","","","","","","","","",""
"[76409B1947D102F95A168D8347DC85CB]::FD99BC074277B39A196F2B83C9D03C4B","Find an access to the theatre","Знайдіть вхід до театру","","","","","","","","","","","","","","","","","","",""
"[76409B1947D102F95A168D8347DC85CB]::99893189402E8EAF28F79485B6486231","Unknown Voice","Невідомий голос","","","","","","","","","","","","","","","","","","",""
"[76FBECA44EEF4CC05FF91DB8099DAC2C]::F738252C4AAFD13EC6C65C86CF9B31B4","Vampire","Вампір","","","","","","","","","","","","","","","","","","",""
"[77215E03461F3488C87F8FA42A534874]::58F391F141757E3544DD119581A41EF1","Quarantine","Карантин","","","","","","","","","","","","","","","","","","",""
"[77215E03461F3488C87F8FA42A534874]::46C5A66A44C23B127DF59191FD8B80BC","Quarantine, contagious disease.<lf><lf>[...] One shall enter or leave quarantine area without written [...] of the local health authority. [...] An authorized employee of the [...] shall alter, destroy or remove this card.<lf><lf>[...] Violating this regulation will be fined.","Quarantine, contagious disease.<lf><lf>[...] One shall enter or leave quarantine area without written [...] of the local health authority. [...] An authorized employee of the [...] shall alter, destroy or remove this card.<lf><lf>[...] Violating this regulation will be fined.","","","","","","","","","","","","","","","","","","",""
"[77C00AE54694172EBCEC1E894FD81CCF]::8C2387E64A49F4CB1C11688CF89CB831","An old and elegant brooch belonging to Jonathan's mother","An old and elegant brooch belonging to Jonathan's mother","","","","","","","","","","","","","","","","","","",""
"[77C00AE54694172EBCEC1E894FD81CCF]::339842DA4536E9C96F668390B5CAEDDD","Old brooch","Стара брошка","","","","","","","","","","","","","","","","","","",""
"[78C0EF4C4950FD447657A68E2D4DE0EC]::183C62634A351BC2988F0CBDE8CBD3FB","Melee attack & Stamina","Ближня атака & витривалість","","","","","","","","","","","","","","","","","","",""
"[78C0EF4C4950FD447657A68E2D4DE0EC]::B249AC034A0DE9165DC86D9FDC1DF6A8","Press [AVFightMeleeAttack] to perform a Melee attack.<cf><cf>Melee attacks and dodges consume [STAMINA Stamina]. ","Press [AVFightMeleeAttack] to perform a Melee attack.<cf><cf>Melee attacks and dodges consume [STAMINA Stamina]. ","","","","","","","","","","","","","","","","","","",""
"[797A63554E2B29ADCDC7848F81A764D1]::C86342214393D69F9DBEC08264CC0C98","5th November 1918<lf><lf>My dear Jacques,<lf>I can’t wait to see you again. Tonight? Tomorrow? I can hardly wait. Since we kissed on that bridge while the moon was so bright in the night sky, I want to feel your teeth again on my lips. Oh, the excruciating pain of your sweet bite on my neck, you devil you! For the longest second ever, I feared you were going to kill me right there, on the bridge, in the middle of the night… But no, my dear Jacques, you remained the delicate fiancé I know you are, and you were only teasing me. I can’t wait to drink your blood, for good, this time, and come back to my sweet friend Charlotte as in immortal. To play with her, a little, first, of course, like you taught me how to play with mortals… And then, I’ll turn her into one of us, too, and we will rule the nights of London, and cleanse this city of its impure souls!<lf><lf>Faithfully always,<lf>Emily","5th November 1918<lf><lf>My dear Jacques,<lf>I can’t wait to see you again. Tonight? Tomorrow? I can hardly wait. Since we kissed on that bridge while the moon was so bright in the night sky, I want to feel your teeth again on my lips. Oh, the excruciating pain of your sweet bite on my neck, you devil you! For the longest second ever, I feared you were going to kill me right there, on the bridge, in the middle of the night… But no, my dear Jacques, you remained the delicate fiancé I know you are, and you were only teasing me. I can’t wait to drink your blood, for good, this time, and come back to my sweet friend Charlotte as in immortal. To play with her, a little, first, of course, like you taught me how to play with mortals… And then, I’ll turn her into one of us, too, and we will rule the nights of London, and cleanse this city of its impure souls!<lf><lf>Faithfully always,<lf>Emily","","","","","","","","","","","","","","","","","","",""
"[797A63554E2B29ADCDC7848F81A764D1]::D6EF55FA4C0CE7140FCA10B7EB4E81B2","An unsent love letter that was folded inside Emily's personal diary","An unsent love letter that was folded inside Emily's personal diary","","","","","","","","","","","","","","","","","","",""
"[797A63554E2B29ADCDC7848F81A764D1]::0AA0C98945720446CD297EB850EBB4E5","Emily's love letter","Emily's love letter","","","","","","","","","","","","","","","","","","",""
"[797A63554E2B29ADCDC7848F81A764D1]::FDD60F364B3B7F6736677F92B6DBAA84","Emily's love letter","Emily's love letter","","","","","","","","","","","","","","","","","","",""
"[7A8BEF9D40E463A344856E91EF2AC5F9]::A8D93D084ECED4C42421A88E2625B5E2","A dirty and bloody note with a handwritten warning on it","A dirty and bloody note with a handwritten warning on it","","","","","","","","","","","","","","","","","","",""
"[7A8BEF9D40E463A344856E91EF2AC5F9]::7A4F0B0046C10823FE2DE992BD18DA94","Hello Boys!<lf>About your last message concerning your mission to loot corpses in Southwark, I’ll only say it once: deal with it! And be glad I don’t report your protest to Edwina; she might go there herself to cut your balls off. A little bird also told me you made a few jokes about what I saw by the pier. So now, I’m just “a loony scared by his own shadow”? Or “a nutcase who mumbles and trembles like an old woman about ghost stories”?  Good! I like it when my Boys are happy! Be assured that nutcase will come to piss on your bloody carcasses, after the fucking monster I saw has sucked your brains out! Enjoy the following nights, fellows, I heard they will be foggy and rainy!<lf>Booth D.","Hello Boys!<lf>About your last message concerning your mission to loot corpses in Southwark, I’ll only say it once: deal with it! And be glad I don’t report your protest to Edwina; she might go there herself to cut your balls off. A little bird also told me you made a few jokes about what I saw by the pier. So now, I’m just “a loony scared by his own shadow”? Or “a nutcase who mumbles and trembles like an old woman about ghost stories”?  Good! I like it when my Boys are happy! Be assured that nutcase will come to piss on your bloody carcasses, after the fucking monster I saw has sucked your brains out! Enjoy the following nights, fellows, I heard they will be foggy and rainy!<lf>Booth D.","","","","","","","","","","","","","","","","","","",""
"[7A8BEF9D40E463A344856E91EF2AC5F9]::A3AC163B42C47677D5DCD68C44FD1726","Warning note","Попереджувальна записка","","","","","","","","","","","","","","","","","","",""
"[7A8BEF9D40E463A344856E91EF2AC5F9]::C3B1ADAA41961CDDAAC2C8AC5DC892BE","Warning note","Попереджувальна записка","","","","","","","","","","","","","","","","","","",""
"[7AF8411846845D43ED0B7587FF3DDA71]::34BA0BFA4356A67FA95CE5814EF9E325","Job refusal letter","Job refusal letter","","","","","","","","","","","","","","","","","","",""
"[7AF8411846845D43ED0B7587FF3DDA71]::AF26BEB64ACF2FC3C3D1EA9DA5E95182","Dear Mr. Peterson,<lf>It is my duty to inform you of our refusal to accept your application for a job at the dockyard. I must thank you for the time spent at our office explaining the difficulty of your situation, with your ill boy and the loss of your beloved wife. But it is also my duty to point out the policy of our company, which expressly reproves the employment of former criminals or convicts. Your unfortunate connections with the ill-famed Wet Boot Boys have been duly noted. These are hard times, sir, and Finch & Harper intend to reward first the candidates who pass the small enquiry we like to conduct about our future employees. <lf>You have my deepest sympathy, and may God be with you and your family.<lf><lf>Sincerely,<lf>R. D. Harper","Dear Mr. Peterson,<lf>It is my duty to inform you of our refusal to accept your application for a job at the dockyard. I must thank you for the time spent at our office explaining the difficulty of your situation, with your ill boy and the loss of your beloved wife. But it is also my duty to point out the policy of our company, which expressly reproves the employment of former criminals or convicts. Your unfortunate connections with the ill-famed Wet Boot Boys have been duly noted. These are hard times, sir, and Finch & Harper intend to reward first the candidates who pass the small enquiry we like to conduct about our future employees. <lf>You have my deepest sympathy, and may God be with you and your family.<lf><lf>Sincerely,<lf>R. D. Harper","","","","","","","","","","","","","","","","","","",""
"[7B66C0EB4E980B1492F07997CD668043]::AD6BF93C47DDA417758D97A07A2D36A3","Your army needs you!<lf>Join at once to […]","Your army needs you!<lf>Join at once to […]","","","","","","","","","","","","","","","","","","",""
"[7B66C0EB4E980B1492F07997CD668043]::C7C4751646E7B034CA54549AC42FA0DE","Would you like to know more?","Would you like to know more?","","","","","","","","","","","","","","","","","","",""
"[7C359B4C4AE8BB6783973E852A01BC7D]::CEF2F14B43E14FACF9079D82E25E009E","9th July 1918 <lf>I spent the last day and night crying… crying tears of joy! I did not know bliss could be so painful: my Clarence just wrote me. He is back from the war alive and unharmed. He will be at home in two weeks Thank you, God! Thank you so much! I can’t want to see my beloved husband again!<lf><lf>14th August 1918<lf>Clarence’s attitude still worries me. He is not the same since he came back. The first few weeks, I thought it was just the necessary adjustment period but his behaviour seem to be more and more erratic. Nowadays, he spends all his time outside, day and night, searching for evidence. He does not care about the flu. He does not care about me. He is starting to frighten me.<lf><lf>21st September 1918<lf>I can’t believe this… Clarence has spent half of his pension to print some stupid leaflets he now wants to feely give away in the neighbourhood. People are starting to laugh at me. Now he wants to organize some public lecture in a recently closed theatre, to warn people about the presence of evil creatures in London. Free entry, of course. My husband may have come back unharmed from the war, but I’m afraid he lost his mind over there.<lf><lf>24th September 1918<lf>Clarence just confessed he has not spent half of his pension but all of it, plus some of our savings. Paper and inks costs so much because of the war, he said, but it is a cost we must pay. People openly mock us now. I don’t know what to do.<lf><lf>5th October 1918<lf>Today the butcher, Mr. Galway sent me the monthly fee and requested payment in full. He also told me he now demands to be paid each time we buy some meat from his shop. No more credit. The baker asked the same thing two days ago. First, I thought it was a new policy because of the restrictions and the epidemic, but it seems my friends still have financial arrangements from the same shop. I was so ashamed I could not speak.<lf><lf>8th October 1918<lf>We can’t keep on like this. Clarence is completely mad. He is spending all the money we have, and I don’t see how to stop him. Sometimes I wish… I wish he did not come back from the war.","9th July 1918 <lf>I spent the last day and night crying… crying tears of joy! I did not know bliss could be so painful: my Clarence just wrote me. He is back from the war alive and unharmed. He will be at home in two weeks Thank you, God! Thank you so much! I can’t want to see my beloved husband again!<lf><lf>14th August 1918<lf>Clarence’s attitude still worries me. He is not the same since he came back. The first few weeks, I thought it was just the necessary adjustment period but his behaviour seem to be more and more erratic. Nowadays, he spends all his time outside, day and night, searching for evidence. He does not care about the flu. He does not care about me. He is starting to frighten me.<lf><lf>21st September 1918<lf>I can’t believe this… Clarence has spent half of his pension to print some stupid leaflets he now wants to feely give away in the neighbourhood. People are starting to laugh at me. Now he wants to organize some public lecture in a recently closed theatre, to warn people about the presence of evil creatures in London. Free entry, of course. My husband may have come back unharmed from the war, but I’m afraid he lost his mind over there.<lf><lf>24th September 1918<lf>Clarence just confessed he has not spent half of his pension but all of it, plus some of our savings. Paper and inks costs so much because of the war, he said, but it is a cost we must pay. People openly mock us now. I don’t know what to do.<lf><lf>5th October 1918<lf>Today the butcher, Mr. Galway sent me the monthly fee and requested payment in full. He also told me he now demands to be paid each time we buy some meat from his shop. No more credit. The baker asked the same thing two days ago. First, I thought it was a new policy because of the restrictions and the epidemic, but it seems my friends still have financial arrangements from the same shop. I was so ashamed I could not speak.<lf><lf>8th October 1918<lf>We can’t keep on like this. Clarence is completely mad. He is spending all the money we have, and I don’t see how to stop him. Sometimes I wish… I wish he did not come back from the war.","","","","","","","","","","","","","","","","","","",""
"[7C359B4C4AE8BB6783973E852A01BC7D]::AAE152C444FC1B349A30D38B104817B3","Venus Crossley's personal journal","Venus Crossley's personal journal","","","","","","","","","","","","","","","","","","",""
"[7C359B4C4AE8BB6783973E852A01BC7D]::0E413372462BDCA0E14DC88BC57B511C","Venus' journal","Venus' journal","","","","","","","","","","","","","","","","","","",""
"[7C359B4C4AE8BB6783973E852A01BC7D]::FEB19E67401334E19FBA7EA8F0DF8552","Venus' journal","Venus' journal","","","","","","","","","","","","","","","","","","",""
"[7D06799A4895B20C670CAE9DCFFB679D]::59931EE44FC6F735A9FA27A1CA37E42E","Dawson's Mansion","Dawson's Mansion","","","","","","","","","","","","","","","","","","",""
"[7D18B8CE4B79D51CE96AA2A7E2881CDB]::260066A541F658A32F279A86016F4711","Mr. Bates must stop!<lf>For months, for years maybe, Cadogan Bates has exploited us.<lf>Mr. Bates must stop!<lf>If we had more money, or proper jobs, we would never rent any of his extortionate flats.<lf>Mr. Bates must stop!<lf>We all know what revolting solution he proposes to the women who can’t pay the weekly rent.<lf>Mr. Bates must stop!<lf>Let’s meet him together soon, and demand for an immediate change!","Mr. Bates must stop!<lf>For months, for years maybe, Cadogan Bates has exploited us.<lf>Mr. Bates must stop!<lf>If we had more money, or proper jobs, we would never rent any of his extortionate flats.<lf>Mr. Bates must stop!<lf>We all know what revolting solution he proposes to the women who can’t pay the weekly rent.<lf>Mr. Bates must stop!<lf>Let’s meet him together soon, and demand for an immediate change!","","","","","","","","","","","","","","","","","","",""
"[7D18B8CE4B79D51CE96AA2A7E2881CDB]::74B175F24F294ABA14E3ABBE978B8C4C","Petition letter","Лист-прохання","","","","","","","","","","","","","","","","","","",""
"[7E57A96F41BAEFDEC85E08989710B551]::3188276B469BE4C5F539C39D64EF9B4F","Follow the blood trail","Ідіть за кривавим слідом","","","","","","","","","","","","","","","","","","",""
"[7E57A96F41BAEFDEC85E08989710B551]::EA8ABFA74034F392DA9756A6914EA9EA","Inspect the bodies to find Samuel the disciple","Inspect the bodies to find Samuel the disciple","","","","","","","","","","","","","","","","","","",""
"[7E57A96F41BAEFDEC85E08989710B551]::B538414F47CD11EBD1B1B38EEEC731A1","Eliminate what remains of Samuel the disciple","Eliminate what remains of Samuel the disciple","","","","","","","","","","","","","","","","","","",""
